Date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-07-13,280.98,282.8477,277.39,277.52,26120128,278.0779315673,279.9263412505,274.5250104543,274.6536677648,26120128,0.0,1.0
2021-07-14,282.51,283.66,280.55,282.345,23113662,279.5921291447,280.7302515068,277.652372771,279.4288333275,23113662,0.0,1.0
2021-07-15,281.03,282.51,279.83,282.0,22604227,278.1274151482,279.5921291447,276.9398092052,279.0873966189,22604227,0.0,1.0
2021-07-16,280.75,284.1,279.46,282.07,26186848,277.8503070948,281.1657070192,276.5736307061,279.1566736322,26186848,0.0,1.0
2021-07-19,277.01,280.37,274.45,278.9335,32935634,274.148935239,277.4742318795,271.6153758938,276.0525685985,32935634,0.0,1.0
2021-07-20,279.32,280.97,276.26,278.03,26259741,276.4350766794,278.0680348511,273.4066815246,275.1584002906,26259741,0.0,1.0
2021-07-21,281.4,281.52,277.29,278.905,24364320,278.4935936473,278.6123542416,274.4260432924,276.0243629574,24364320,0.0,1.0
2021-07-22,286.14,286.42,283.42,283.84,23384059,283.1846371224,283.4617451758,280.4927303182,280.9083923982,23384059,0.0,1.0
2021-07-23,289.67,289.99,286.5,287.37,22768071,286.6781779382,286.9948728564,283.5409189053,284.4019332141,22768071,0.0,1.0
2021-07-26,289.05,289.69,286.642,289.0,23176073,286.0645815343,286.6979713706,283.6814522753,286.0150979534,23176073,0.0,1.0
2021-07-27,286.54,289.575,282.95,289.43,33604073,283.5805057701,286.5841591344,280.0275846571,286.4406567496,33604073,0.0,1.0
2021-07-28,286.22,290.15,283.8303,288.99,33566853,283.263810852,287.1532203155,280.8987925835,286.0052012372,33566853,0.0,1.0
2021-07-29,286.5,288.618,286.08,286.235,17782235,283.5409189053,285.6370433948,283.1252568253,283.2786559262,17782235,0.0,1.0
2021-07-30,284.91,286.66,283.91,285.17,20944846,281.9673410308,283.6992663644,280.9776694116,282.2246556518,20944846,0.0,1.0
2021-08-02,284.82,286.775,283.74,286.36,16267357,281.8782705851,283.8130786006,280.8094252363,283.4023648786,16267357,0.0,1.0
2021-08-03,287.12,287.23,284.0,285.42,17879048,284.1545153092,284.2633791874,281.0667398573,282.4720735566,17879048,0.0,1.0
2021-08-04,286.51,287.5883,284.65,286.22,16191301,283.5508156215,284.6179785285,281.7100264098,283.263810852,16191301,0.0,1.0
2021-08-05,289.52,289.63,286.1,286.88,13900167,286.5297271954,286.6385910735,283.1450502576,283.9169941206,13900167,0.0,1.0
2021-08-06,289.46,289.5,287.6238,288.505,16589336,286.4703468982,286.509933763,284.653111871,285.5252105019,16589336,0.0,1.0
2021-08-09,288.33,291.55,287.81,289.75,16117629,285.3520179685,288.5387605824,284.8373887265,286.7573516678,16117629,0.0,1.0
2021-08-10,286.44,289.25,285.2,288.8,18616578,283.4815386082,286.2625158582,282.2543458004,285.8171636295,18616578,0.0,1.0
2021-08-11,286.95,288.66,285.86,287.21,13955934,283.986271134,285.6786096028,282.907529069,284.243585755,13955934,0.0,1.0
2021-08-12,289.81,289.97,286.34,286.63,14570391,286.8167319649,286.975079424,283.3825714463,283.6695762158,14570391,0.0,1.0
2021-08-13,292.85,292.9,289.3,289.48,17283015,289.8253336874,289.8748172683,286.3119994391,286.4901403306,17283015,0.0,1.0
2021-08-16,294.6,294.82,290.02,293.19,22516027,291.557259021,291.7749867772,287.024563005,290.1618220379,22516027,0.0,1.0
